RespondentID,Do you celebrate Thanksgiving?,What is typically the main dish at your Thanksgiving dinner?,Sides dishes - Brussel sprouts,Sides dishes - Carrots,Sides dishes - Cauliflower,Sides dishes - Corn,Sides dishes - Cornbread,Sides dishes - Fruit salad,Sides dishes - Green beans/green bean casserole,Sides dishes - Macaroni and cheese,Sides dishes - Mashed potatoes,Sides dishes - Rolls/biscuits,Sides dishes - Squash,Sides dishes - Vegetable salad,Sides dishes - Yams/sweet potato casserole,Sides dishes - Other,How far will you travel for Thanksgiving?,US Region
4336371555,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,Other,Thanksgiving is out of town and far away--I have to drive several hours or fly,Mountain
4336368343,Yes,Turkey,,,,Corn,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336368281,Yes,Turkey,,,,,Cornbread,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is local--it will take place in the town I live in,West South Central
4336366345,Yes,Turkey,,,,Corn,,,,Macaroni and cheese,Mashed potatoes,,,,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336365763,Yes,Turkey,Brussel sprouts,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336351539,Yes,Chicken,,,,Corn,,Fruit salad,,,,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,West North Central
4336351224,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Pacific
4336348590,Yes,Turkey,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East South Central
4336346355,Yes,Turkey,Brussel sprouts,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336337183,Yes,Turkey,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336336129,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336333982,Yes,Turkey,,,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East South Central
4336326250,Yes,Turkey,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,Middle Atlantic
4336324874,Yes,Turkey,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336322606,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336321558,Yes,Turkey,,,,,,,Green beans/green bean casserole,,,,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336317891,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West South Central
4336313453,Yes,Turkey,Brussel sprouts,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,New England
4336313021,Yes,Turkey,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336312523,Yes,Turkey,,,,Corn,Cornbread,,,,Mashed potatoes,,,,,Other,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West South Central
4336306664,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is local--it will take place in the town I live in,East North Central
4336302631,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,Mountain
4336301847,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,East North Central
4336299882,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West South Central
4336298829,Yes,Ham/Pork,Brussel sprouts,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336288339,Yes,Turkey,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Mountain
4336288217,Yes,Turkey,,Carrots,,,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Pacific
4336276238,Yes,Turkey,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336271469,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,West North Central
4336258240,Yes,Roast beef,,,,,,Fruit salad,,,,,,,,,Thanksgiving is local--it will take place in the town I live in,
4336255036,Yes,Turkey,,,,,,,Green beans/green bean casserole,,,,,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,South Atlantic
4336249082,Yes,Other,,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West North Central
4336248435,Yes,Roast beef,,Carrots,,,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,
4336238126,Yes,Tofurkey,Brussel sprouts,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Pacific
4336235428,Yes,Turkey,Brussel sprouts,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,
4336232691,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336231459,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,Pacific
4336227131,Yes,Turkey,Brussel sprouts,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336224500,Yes,Turkey,Brussel sprouts,,Cauliflower,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336221484,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,South Atlantic
4336215705,Yes,Roast beef,,,Cauliflower,Corn,,Fruit salad,,Macaroni and cheese,,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,
4336208942,Yes,Chicken,,,Cauliflower,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,,,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West South Central
4336203800,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West South Central
4336199133,Yes,Turkey,,,,Corn,,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336194345,Yes,Turkey,Brussel sprouts,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Middle Atlantic
4336189898,Yes,Roast beef,,Carrots,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336189473,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,Squash,,,Other,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336185735,Yes,Turkey,,,,,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,Other,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Pacific
4336181226,Yes,Turkey,,Carrots,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is out of town and far away--I have to drive several hours or fly,Pacific
4336176902,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336175740,Yes,Tofurkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,West North Central
4336175699,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336175345,Yes,Turkey,Brussel sprouts,,,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336168292,Yes,Turkey,,Carrots,Cauliflower,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,West South Central
4336164056,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Pacific
4336163908,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Middle Atlantic
4336161556,Yes,I don't know,,Carrots,Cauliflower,Corn,,,,,,,,,,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336146440,Yes,Other,,,,,,,,,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336144357,Yes,Roast beef,Brussel sprouts,,Cauliflower,,,,,,Mashed potatoes,,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336142896,Yes,Turkey,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,
4336137995,Yes,Turkey,,,,Corn,Cornbread,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,West South Central
4336137435,Yes,Turkey,,,Cauliflower,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,,,,,Other,Thanksgiving is local--it will take place in the town I live in,Pacific
4336137098,Yes,Other,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,West South Central
4336134461,Yes,Turkey,,Carrots,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West South Central
4336133522,Yes,Turkey,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West South Central
4336133454,Yes,Other,,,,,,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is local--it will take place in the town I live in,Pacific
4336131533,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Pacific
4336131319,Yes,Turkey,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Mountain
4336128578,Yes,Roast beef,,,,,,,,,,,,,,,,
4336126090,Yes,Turkey,Brussel sprouts,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Pacific
4336125524,Yes,Turkey,,,,,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,Mountain
4336121663,Yes,Tofurkey,,,,,,,Green beans/green bean casserole,,,,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336120894,Yes,Turkey,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,West North Central
4336119647,Yes,Turkey,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336117281,Yes,Ham/Pork,,,,Corn,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Pacific
4336117179,Yes,Turkey,,Carrots,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,,,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336111339,Yes,Turkey,Brussel sprouts,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Pacific
4336108209,Yes,Chicken,,Carrots,,Corn,Cornbread,,,,,,Squash,,,,Thanksgiving is local--it will take place in the town I live in,New England
4336106089,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,West North Central
4336106041,Yes,Turkey,,,,,,,Green beans/green bean casserole,Macaroni and cheese,,,,,Yams/sweet potato casserole,Other,Thanksgiving is local--it will take place in the town I live in,East North Central
4336104179,Yes,Turkey,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336103434,Yes,Turkey,,Carrots,,Corn,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336103319,Yes,Turkey,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336101470,Yes,Turkey,,Carrots,,Corn,,,,,Mashed potatoes,,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Pacific
4336099044,Yes,Turkey,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is out of town and far away--I have to drive several hours or fly,Pacific
4336098809,Yes,Turkey,,Carrots,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West South Central
4336093974,Yes,Turkey,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,West North Central
4336092370,Yes,Chicken,,Carrots,,Corn,,Fruit salad,,,,,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336091474,Yes,Turkey,,,,,,,,,Mashed potatoes,,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336090652,Yes,Turkey,Brussel sprouts,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336090647,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Pacific
4336090552,Yes,Chicken,,,,,Cornbread,,,Macaroni and cheese,,,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336086559,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336085504,Yes,Turkey,,Carrots,,Corn,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336085020,Yes,Chicken,,,,,,,,Macaroni and cheese,,,,,,,Thanksgiving is happening at my home--I won't travel at all,
4336083561,Yes,I don't know,,,,,,,,,,Rolls/biscuits,,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West North Central
4336083443,Yes,Turkey,,,,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336081481,Yes,Turkey,,Carrots,,,,Fruit salad,,,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,Pacific
4336080517,Yes,Turkey,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336078959,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Mountain
4336078481,Yes,Turkey,,,,Corn,Cornbread,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336076367,Yes,Turkey,,,Cauliflower,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336076365,Yes,Turkey,,Carrots,,,Cornbread,,Green beans/green bean casserole,,,,,,,,Thanksgiving is local--it will take place in the town I live in,Pacific
4336076323,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,West South Central
4336074858,Yes,Turkey,,,,Corn,Cornbread,Fruit salad,,,Mashed potatoes,,,,Yams/sweet potato casserole,Other,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Pacific
4336073613,Yes,Turkey,,Carrots,,,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Pacific
4336073270,Yes,Turkey,Brussel sprouts,Carrots,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336070791,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336068292,Yes,Turkey,,,,,,,Green beans/green bean casserole,,,,Squash,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Middle Atlantic
4336066162,Yes,Turkey,,,,Corn,,,,,,,,,,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336065006,Yes,Turkey,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336062672,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336058499,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336057426,Yes,Turkey,Brussel sprouts,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336056145,Yes,Turkey,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336055904,Yes,Turkey,,,,,,,,,,,,,,,,
4336048135,Yes,Turkey,Brussel sprouts,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336047575,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,West South Central
4336047405,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,
4336041912,Yes,Turkey,,,,,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,West South Central
4336040902,Yes,Turkey,,,,Corn,Cornbread,,,Macaroni and cheese,Mashed potatoes,,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336040679,Yes,Turkey,,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,Pacific
4336040464,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,
4336038370,Yes,Turkey,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Pacific
4336037944,Yes,Turkey,,,,Corn,,,,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,New England
4336037337,Yes,Turkey,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,West South Central
4336036960,Yes,Other,Brussel sprouts,,,,,Fruit salad,,,Mashed potatoes,,,,,Other,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336034694,Yes,Turkey,,Carrots,,Corn,Cornbread,,,,Mashed potatoes,,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336033443,Yes,Turkey,,,,Corn,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,,,Other,Thanksgiving is happening at my home--I won't travel at all,West South Central
4336030046,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West North Central
4336029825,Yes,Turkey,,Carrots,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East South Central
4336027932,Yes,Turkey,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Pacific
4336023531,Yes,Turkey,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,Pacific
4336022983,Yes,Chicken,,Carrots,,,Cornbread,,,Macaroni and cheese,,,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,New England
4336022372,Yes,Turkey,,,,,,,,Macaroni and cheese,,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336022096,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336021883,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336021180,Yes,Turkey,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,West South Central
4336018601,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,Mountain
4336017089,Yes,I don't know,,Carrots,Cauliflower,,Cornbread,,,,,,,,,,Thanksgiving is local--it will take place in the town I live in,
4336016535,Yes,Turkey,,Carrots,Cauliflower,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Middle Atlantic
4336015865,Yes,Turkey,Brussel sprouts,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
